3.988984047,15.24262627,27.275,27.675,26.65,0.25,0.138636364,0.672222222,0.1,0.18,0.225,0.6,0.4,0.348,0.3,1,1.45,3.7,2.6,2.128,0,0,0,0,0,0,2.333333333,1,1.5,2,1.666666667,1.68,1.666666667,0.6,0.75,1.428571429,1,1.08,87.1516129,22.71811412,0.158178976,0
4.406719247,15.24262627,27.225,27.675,26.3,0.5,0.138636364,0.322222222,2.3,2.3,4.1,5.885714286,3.033333333,3.768,10.3,13.16,21.4,21.34285714,11.48333333,16.024,0,0,0,0.457142857,0,0.128,4.333333333,3.4,3,6,4.333333333,4.4,2.666666667,2,1.75,5.571428571,3,3.28,87.03870968,22.62621221,0.102802468,0
4.477336814,15.24262627,27.35,27.85,26.4,0.5,0.313636364,0.422222222,1.533333333,4.26,3.475,0.428571429,3.416666667,2.532,7.6,26.4,22.775,2.714285714,22.96666667,16.108,0,0,0,0,0,0,1.666666667,2,2.25,1.857142857,2.166666667,2,1,1,1.25,1.142857143,1.333333333,1.16,86.92580645,22.7531187,0.099031544,0
4.060443011,15.24262627,26.325,27.6,24.45,0.25,0.063636364,-1.527777778,30.23333333,43.04,50.1,32.97142857,38.1,38.628,121.1666667,149.46,163.15,126.4428571,162.6166667,144.968,0,0,0,0,0,0,4,4.2,3,4.857142857,4.5,4.24,2.333333333,2.4,2,2.714285714,2.666666667,2.48,86.81290323,21.47085377,0.083466486,0
4.406719247,15.24262627,25.525,27.45,24.15,0,-0.086363636,-1.827777778,15.66666667,20.02,17.575,15.92857143,17.66666667,17.396,54.7,60.78,67.8,58.87142857,53.33333333,58.852,0,0,0,0,0,0,5.333333333,5,5,5.285714286,5,5.12,5.333333333,5,5,5.285714286,5,5.12,86.7,20.50808782,0.004529699,0
4.262679877,15.24262627,26.95,27.775,25.825,0.5,-0.15,-0.737794118,2.166666667,4.54,3.5,8.228571429,6.566666667,5.608,8.3,15.12,16.6,28.74285714,25.43333333,20.828,0,0,0,0,0,0,4.666666667,5,3.5,4.142857143,4.5,4.36,3.666666667,4,2,2.142857143,3,2.88,85.20344828,21.81536927,0.072213771,0
4.158883083,15.24262627,27.4,27.7,27.075,0.5,-0.225,0.512205882,0,0,0,0.028571429,0,0.008,0,0.04,0,0.157142857,0,0.052,0,0,0,0,0,0,0,0.2,0,0.428571429,0,0.16,0,0.2,0,0.428571429,0,0.16,83.70689655,21.97102833,0.003005264,0
4.143134726,15.24262627,27.375,27.925,26.875,1,0,0.312205882,0,0.02,0.075,0.785714286,0.233333333,0.292,0.133333333,0.14,0.5,3.6,1.533333333,1.5,0,0,0,0,0,0,0.666666667,1.2,0.75,2.428571429,1.5,1.48,0.666666667,1,0.75,2,1.333333333,1.28,82.21034483,21.5485393,-0.040997045,0
4.043051268,15.24262627,27.8,28.225,27.45,3,0.3,0.887205882,2,0.28,0.9,0.085714286,0.05,0.476,13.86666667,1.88,6.325,0.542857143,0.383333333,3.296,0,0,0,0,0,0,1.333333333,1,0.5,0.714285714,0.333333333,0.72,1,1,0.5,0.714285714,0.333333333,0.68,80.7137931,21.65664044,-0.092553138,0
4.219507705,15.24262627,27.625,28.1,26.75,3,-0.375,-0.2,12.73333333,7.96,3.4,8.257142857,6.233333333,7.472,46.63333333,45.1,19.3,30.62857143,27.28333333,32.828,0,0,0,0,0,0,5.333333333,4.2,3.25,4.142857143,4.5,4.24,5,3,3,2.714285714,3,3.16,81.52580645,21.66517704,-0.111563122,0
4.077537444,15.24262627,26.35,27.825,24.725,0.5,-0.65,-2.225,38.96666667,47.62,39.1,39.55714286,54.03333333,44.5,207.4333333,222.96,165.8,226.9428571,247.7333333,219.012,0.333333333,2.56,1.325,0.285714286,1.583333333,1.224,7,6.8,6.75,6.571428571,7,6.8,7,6.2,6,6.285714286,7,6.48,82.72258065,20.48768802,-0.224563118,0
3.610917913,15.24262627,27.375,28.325,25.775,2.5,-0.15,-1.175,7.2,8.52,6.45,7.228571429,7.033333333,7.312,30.8,30.94,26.05,21.91428571,27.01666667,26.672,0,0.02,0,0.014285714,0,0.008,5.333333333,5.2,4.25,5.714285714,5.166666667,5.2,3.666666667,4.4,3,4.142857143,3.5,3.8,83.91935484,21.99647802,-0.170184332,0
3.784189634,15.24262627,27.9,28.65,27.3,3.5,0.175,0.35,5.866666667,5.3,5.275,6.957142857,5.25,5.816,30.53333333,24.06,22.625,28.77142857,19.58333333,24.852,0,0,0,0,0,0,4.333333333,4.8,4.25,4.857142857,4.166666667,4.52,2.666666667,3.4,2.75,2.714285714,2.166666667,2.72,85.11612903,22.96349685,-0.196555831,0
3.761200116,15.24262627,28.075,28.8,27,4.75,0,0.052631579,7.533333333,5.72,3.55,12.14285714,4.4,7.072,27.3,32.8,22.175,47.3,23.75,32.328,0,0,0,0.071428571,0,0.02,5,2.6,2.75,5.857142857,2.666666667,3.84,3.333333333,1.2,1.75,4.428571429,1.666666667,2.56,85.45,23.27583361,-0.142355581,0
3.663561646,15.24262627,27.45,28.5,26.125,2.5,-0.3,-0.822368421,18.46666667,12,4.825,9.857142857,4.216666667,9.16,45.16666667,48.74,25.05,38.12857143,21.68333333,35.056,0,0,0,0,0,0,6,4.2,2.5,5.428571429,3,4.2,4,3,1.5,3.571428571,1.5,2.68,84.63333333,22.2754366,0.004765503,0
4.605170186,15.24262627,29.075,29.675,27.925,6.5,0.875,0.977631579,8.166666667,1.86,0.65,0.857142857,0.616666667,1.844,55.73333333,12.78,4.525,5.4,3.183333333,12.244,0,0,0,0,0,0,3,1.2,1,1.714285714,1.833333333,1.68,2,1,0.75,1.142857143,1.333333333,1.2,83.81666667,24.11167545,0.003939017,0
4.430816799,15.24262627,28.475,29.65,26.625,4.75,0.85,-0.322368421,9.866666667,4.06,0.75,12.47142857,7.816666667,7.484,53.53333333,24.56,5.125,43.82857143,40.45,34.136,0,0,0,0.085714286,0,0.024,2.333333333,2.6,1.5,5.571428571,2.5,3.2,2.333333333,2.2,1.5,5.285714286,2.5,3.04,83,23.10868673,0.005056549,0
4.510859507,15.24262627,28,28.925,26.875,4,-0.380409357,-0.385714286,11.03333333,12.8,9.775,4.142857143,4.1,7.592,37.86666667,55.62,39.8,16.44285714,18.85,31.164,0,0,0,0,0,0,5.333333333,5.2,4,4,4,4.4,5.333333333,4.6,3.25,3.428571429,2.666666667,3.68,82.29354839,22.32412335,0.115887193,0
4.941642423,15.24262627,27.725,28.375,26.525,2.5,-0.930409357,-0.735714286,7.666666667,14.5,12.225,14.3,17.88333333,14.072,40.93333333,54.22,60.075,51.97142857,81.4,59.456,0,0,0,0,0,0,4,3.8,3.75,4.142857143,3.166666667,3.76,3.333333333,2.6,3,3.285714286,2.5,2.92,82.2483871,21.97765595,0.112834158,0
4.787491743,15.24262627,29.325,30.375,28.25,6.75,1.069590643,0.989285714,0.7,2.5,1.625,3.585714286,1.483333333,2.204,3.433333333,11.36,10.375,15.72857143,7.683333333,10.592,0,0,0,0,0,0,3,2.4,2.25,2.285714286,1.833333333,2.28,1.333333333,1.4,1.5,2,1.833333333,1.68,82.20322581,23.97084765,0.28795049,0
4.543294782,15.24262627,29.3,29.9,28.425,6.75,0.594590643,1.164285714,2.2,2.84,0.4,2.128571429,1.266666667,1.796,14.26666667,17.7,1.825,12.01428571,4.85,10.072,0,0,0,0,0,0,2,3.2,1.75,3.142857143,2.333333333,2.6,1.333333333,2.4,1.25,1.142857143,1.5,1.52,82.15806452,23.92519769,0.342055903,0
4.86753445,15.24262627,27.375,28.9,26.35,2,-0.405409357,-0.910714286,7.666666667,4.82,2.7,5.114285714,5.583333333,5.088,31.1,22.62,17.55,21.38571429,19.25,21.672,0,0,0,0,0,0,4,3.6,3.75,4,5,4.12,3,2.4,2,2.714285714,3.833333333,2.84,82.11290323,21.52299943,0.390336129,0
