,dengue-sg-log,population-sg-log,temperature-sg-avg,temperature-sg-max,temperature-sg-min,temperature-sg-hot-days,temperature-sg-max-diff,temperature-sg-min-diff,rainfall-north-avg,rainfall-northeast-avg,rainfall-east-avg,rainfall-west-avg,rainfall-central-avg,rainfall-sg-avg,rainfall-north-max,rainfall-northeast-max,rainfall-east-max,rainfall-west-max,rainfall-central-max,rainfall-sg-max,rainfall-north-min,rainfall-northeast-min,rainfall-east-min,rainfall-west-min,rainfall-central-min,rainfall-sg-min,rainfall-north-rainy-days,rainfall-northeast-rainy-days,rainfall-east-rainy-days,rainfall-west-rainy-days,rainfall-central-rainy-days,rainfall-sg-rainy-days,rainfall-north-consecutive,rainfall-northeast-consecutive,rainfall-east-consecutive,rainfall-west-consecutive,rainfall-central-consecutive,rainfall-sg-consecutive,rel-humidity-avg,abs-humidity-avg,hw-season-repeat,temperature-sg-max-diff-bool,temperature-sg-max-diff-flag,temperature-sg-max-diff-flag-2,temperature-sg-max-diff-pos,temperature-sg-max-diff-pos-2,temperature-sg-min-diff-flag,temperature-sg-min-diff-flag-2,temperature-sg-min-diff-pos,temperature-sg-min-diff-pos-2,label
0,-0.3106382773073705,-0.02365279899251585,0.027498455661121697,0.05670949142275504,0.020926456554290093,0.008690192288607469,-0.05606236885974658,-0.0821790644319202,0.14894863230846161,0.11684545212295581,0.06616672838904537,0.15111759944850534,0.10304882489077723,0.12868308333496942,0.13255744590317414,0.09757399098037216,0.05494317602290345,0.10582753643146568,0.08079910477850072,0.10310337038766954,0.06555525202920795,0.03733614277698293,0.048364148560784505,0.04978471658418775,0.004086385458558976,0.04557831497261196,0.1862450711610981,0.14072924602480766,0.09905959172705031,0.19080765194838456,0.12493988567750225,0.15696604127358765,0.1592810310515178,0.13228573881905506,0.09863135846076623,0.1640957763127772,0.11630516336427454,0.14441048901509773,0.09271888752753385,0.12321495421141333,-0.2422436163086754,-0.04557542521514636,-0.04557542521514636,-0.04393588582906357,-0.05776236247344098,-0.05774450423959814,-0.05681455980348792,-0.055065087365196934,-0.10850060941332723,-0.10849626136638682,0.2600915439979075
1,-0.2811118692433493,-0.02290717864419947,0.00309952428363231,0.016064966393940252,0.026213081237854756,-0.0091260601046221,-0.07868096060330881,-0.07484533200655127,0.12544623398396143,0.10744476617394694,0.06771346633250976,0.15852612522716206,0.11921939503771121,0.12998952547197665,0.1036043434275532,0.08101417619168294,0.05499793353933099,0.10692053082026669,0.07936217833803164,0.09513126916234133,0.0577370114892695,0.0740402974221789,0.07192100600714488,0.07480270689128816,0.03869825588509063,0.08293936148919154,0.15740802105024196,0.11278705691814345,0.08936965416119685,0.18337003879532526,0.11759234574903063,0.14167841512457852,0.15544334778730415,0.11418749702325584,0.09468317288885236,0.1699802746611335,0.11849063910867022,0.14149670631947872,0.05381442559707887,0.056729156917718154,-0.2950563391408676,-0.06859916027890978,-0.06859916027890978,-0.06780805234467734,-0.07777894232872655,-0.07778255408533974,-0.06017625925286964,-0.06351301468249297,-0.10160940713763943,-0.10162925374432774,0.16051705609963698
2,-0.3018145398700028,-0.025228388572079815,-0.014953150226686297,-0.004772971987470326,0.022942399150990115,-0.024519203056137452,-0.06266749030013577,-0.07223840719565053,0.1348768259887903,0.09557981393842763,0.04482384344347636,0.14575806634206645,0.09507612484164456,0.11469172986452933,0.115083183550473,0.06146606174375705,0.02111804098766415,0.09867833835276467,0.05414659854136852,0.07694092918573331,0.057490852405519384,0.05529055843685777,0.06040030536131502,0.06019254806463381,0.03332609120172311,0.06893741743773132,0.12951760867143286,0.10245663113623268,0.05868472688278794,0.15083422339474048,0.08900143998256277,0.1141324762360889,0.13749528061193153,0.11241917604035662,0.07384755554169886,0.14089102912596338,0.1053223141808939,0.12323219237380345,0.013585320268228106,-0.003943944452972855,-0.326491861232469,-0.036326920711733865,-0.036326920711733865,-0.03352159253062576,-0.07358617931208515,-0.07357564019643187,-0.05460446979380016,-0.05812351835957688,-0.08676923331327852,-0.08678710813850031,0.09498952185258851
3,-0.31551966965728806,-0.024668435685598535,-0.013031373717872278,-0.018992475652308296,0.025943506616833988,-0.027700413178681757,-0.045140551244535,-0.0580043761903457,0.11266331386348595,0.07771990607886314,0.04256839394414607,0.07972439298033775,0.07590992239763357,0.08308703369289602,0.09760298712064033,0.05914431447239227,0.023716744112526986,0.06243723904836449,0.057072757621861876,0.06452083835801731,0.028116136645640742,0.012968582659394694,0.05092273986196174,-0.011747556324342573,-0.018596019572579656,0.0009316476676465782,0.08283895778714914,0.05776903444198229,0.015925732838117976,0.09107930111727058,0.04635783168627975,0.06325007791770798,0.08103567567407681,0.06750765866204662,0.033323649731324255,0.07399748505154478,0.056836895262637036,0.06703935505774863,-0.026169090387818564,-0.04107768641395027,-0.3472782746094082,-0.015116847556085836,-0.015116847556085836,-0.011488045092493186,-0.05289771115880384,-0.052884018768983646,-0.04551440943584584,-0.04793818690901318,-0.05163608375071095,-0.05164832990917222,0.03793067631247071
4,-0.31535637998058985,-0.025780349698671063,-0.0018485043026568767,-0.02024291082751432,0.050669465342220325,-0.016864500141150908,-0.0031324340176566573,-0.016176040175959028,0.06164746016197624,0.03882590781373633,0.014161269926365738,0.04380824756901914,0.023795136351886296,0.03857153407918879,0.06058501565986603,0.02930252146180353,-0.0011778361685777022,0.034242196335039006,0.015380513880056023,0.028664558803935015,0.0004507220507716787,0.014501959965534725,0.019467513083164446,-0.010524302894887675,-0.00189085615799333,0.0017645513624086864,-0.012759941357633697,-0.034879118296478176,-0.06951195981954489,0.021572809005739622,-0.03503696292552278,-0.02332363326123728,0.010677425560083496,0.002960872484138859,-0.020296586357357777,0.02762325450063168,0.0009734299733176673,0.0069334045598409355,-0.056608567233822564,-0.059335192102354335,-0.3636623971293919,0.0322658765948904,0.0322658765948904,0.03647435981158311,-0.014210536703393109,-0.0142091224208062,0.005254436796790881,0.0023948458280724067,-0.015452432632534664,-0.015469737620468521,-0.03914616346100685
5,-0.32134464371817867,-0.028129778662374108,-0.013144795288753727,-0.0472999441357425,0.04913052288249303,-0.022679127668550424,0.012110712310937232,-0.002090226853695217,0.018653519102228778,-0.001945748001598117,-0.022006548696559783,-0.019877027710605333,-0.017429830251487224,-0.011891960266098064,0.0011096241177960178,-0.01938323723358239,-0.04203140517342192,-0.030249036805043702,-0.028500112287286536,-0.02894719611326065,-0.014238281310951261,0.016281831419645752,-0.002749721409507219,-0.02395983436865103,-0.008884094243123237,-0.01159782458594723,-0.07808591072179377,-0.10016388048646473,-0.1215033971638417,-0.05639119749799178,-0.10476288131744634,-0.094221764415902,-0.053281571443743986,-0.06311493216644241,-0.07046876957743245,-0.05260345719649344,-0.0695375558842257,-0.0654954737073665,-0.07441585128198856,-0.08973727589317093,-0.37345108885522743,0.04991454873838045,0.04991454873838045,0.05600639846206785,0.0179163807604303,0.017931710899684997,0.01669917909745525,0.01572000639421812,0.01761235813908042,0.01760050645323535,-0.11411697422260711
6,-0.3222763911465092,-0.026875882703982935,-0.02663525336343603,-0.07091375731065125,0.03804094173634295,-0.03401390318661753,0.024314701559901394,0.007582326721446599,-0.00998796090985434,-0.0179963554546715,-0.027904687275073697,-0.05918830272916543,-0.05214291100231911,-0.041448873460379246,-0.013823298153786244,-0.016667022487342455,-0.03833819959951744,-0.06110627418531168,-0.05322585019547694,-0.04619287104117635,-0.027704706028558707,0.0021601237742948096,-0.030276100970230126,-0.03272691475782939,-0.027009478648561604,-0.03298845708512329,-0.12195112289269909,-0.14376220928783992,-0.16764261010077514,-0.11572183040964319,-0.15651009372133393,-0.14715163031379117,-0.08686709808715641,-0.09121567545559972,-0.10588865963150075,-0.08857883911677368,-0.09874722823427025,-0.10007309506254335,-0.08113428374403145,-0.11171352576695609,-0.3682541193041973,0.06298967159275679,0.06298967159275679,0.069439589147389,0.0055564712894408405,0.005596421435294695,0.025348879090811318,0.025200178352781367,0.04754890955175078,0.047543893316129314,-0.17067245497250796
7,-0.32362367070744547,-0.028378772601460826,-0.074944632051589,-0.1242488128720579,-0.010710416270534701,-0.0790522784295608,0.008858006278688615,-0.012904650484510616,-0.00668967374078611,-0.01970566419075674,-0.013409900786165453,-0.07570633556875407,-0.060483281671509764,-0.04533522329294539,-0.012349135713569164,-0.02611814618998148,-0.02161495466208192,-0.07712190106184001,-0.06897066504843302,-0.053350113403901354,-0.01436070502672844,0.02620279443315557,-0.03673968203920726,-0.0436313151208055,-0.030366043297899038,-0.03035129807127361,-0.13690563646619264,-0.16068688721554394,-0.1780762997360368,-0.1122384061626866,-0.15185786652055075,-0.15209679024939346,-0.0917154976075546,-0.10553666576208116,-0.11738366332392103,-0.08462040267540477,-0.09799343371187741,-0.10429362376722563,-0.07450199030518806,-0.15899082409654436,-0.35907256872563365,0.035748449502611745,0.035748449502611745,0.03862517531634436,-0.012624583664453707,-0.012627112316846737,0.0015612917290780555,0.0037095312889392704,0.030904885215020387,0.0309131650446274,-0.2343968307175063
8,-0.3097155266127246,-0.029072460026999054,-0.10549267468006863,-0.1678563898627255,-0.03759454404688228,-0.1024141272184434,-0.00245392997245717,-0.012449912965881002,-0.019653513550659165,-0.01857267773520963,0.0016493793918724905,-0.06737426786916619,-0.05099641283775071,-0.039577461328988095,-0.02122964762578144,-0.020476124253136538,-0.0020671871422357825,-0.06879215219842795,-0.061951475858596144,-0.045387909168992054,0.0008632024763659206,0.02765867611370698,-0.017196627426724464,-0.029781815763188585,-0.017786295415389296,-0.015141518332246003,-0.13775826198606514,-0.14614276702988632,-0.164126732466166,-0.10443008243881373,-0.1335769783229206,-0.14016224965855084,-0.09255014256731103,-0.08565995992338897,-0.09370906991394813,-0.07306554755855095,-0.07896235110428346,-0.08825681751595316,-0.060635064194716475,-0.17862780861083333,-0.3433571309692349,0.040926148959507455,0.040926148959507455,0.04899407318252251,-0.016680650203458294,-0.016645589592334413,0.013604960481375855,0.013173152504433128,0.027834298491671683,0.027824256028767043,-0.3352930650402867
9,-0.2976963888514144,-0.029191946819653758,-0.13530496898816005,-0.18798595351719344,-0.0806224084208482,-0.12973426435847146,0.01779266924943524,-0.02657725215981723,0.0032796384963460785,-0.012508974056289974,0.007832976864922857,-0.06307300669711033,-0.04780887531642156,-0.0318210861699417,0.0016382525107371088,-0.01724777935249696,-0.00024212673074482243,-0.06515404941502208,-0.05139300160484117,-0.03712486032250721,-0.03415043383435819,-0.02003694959480851,-0.02675395205233304,-0.04464062898135439,-0.019789866071582774,-0.040809253904319,-0.15157367037669325,-0.16023701014425173,-0.16939757488822083,-0.1390363656686615,-0.1525864366386264,-0.1604663634184126,-0.1208009448225214,-0.10315599770094952,-0.1071629416440632,-0.10828980969078589,-0.09819558285807031,-0.11313451471971515,-0.04025782415322287,-0.19171858641533118,-0.31931549612120613,0.05951498785465548,0.05951498785465548,0.06919752147907082,-0.002017487185045752,-0.00196431585411112,0.0006097153966432712,0.005782849635003905,0.030353334887799538,0.030371695233761854,-0.3096233389477189
