date,ache+pain,dengue,fever,headache,vomiting,nausea,rashes,eye pain,ache+pain-norm,dengue-norm,fever-norm,headache-norm,vomiting-norm,nausea-norm,rashes-norm,eye pain-norm
2004-07-17,68.47,17.16,75.9,0.0,0.0,0.0,0.0,0.0,0.11012110587516284,0.035974842767295595,0.14543015903429773,0.0,0.0,0.0,0.0,0.0
2004-07-24,105.36999999999999,5.2,75.9,21.349999999999998,40.0,39.0,62.56,0.0,0.16946780964022065,0.01090146750524109,0.14543015903429773,0.0392427166620715,0.08157272208173587,0.08150470219435736,0.1421818181818182,0.0
2004-07-31,43.2,30.770000000000003,89.28999999999999,21.76,0.0,0.0,0.0,0.0,0.06947906782250672,0.06450733752620545,0.17108641502203484,0.039996323867291614,0.0,0.0,0.0,0.0
2004-08-07,57.400000000000006,17.0,79.17,46.72,0.0,0.0,111.28,0.0,0.0923170947456455,0.03563941299790356,0.15169572715079516,0.08587446006800846,0.0,0.0,0.2529090909090909,0.0
2004-08-14,47.0,9.01,55.38999999999999,54.08,0.0,36.0,0.0,0.0,0.07559065249207907,0.01888888888888889,0.10613144280513505,0.09940262843488651,0.0,0.07523510971786834,0.0,0.0
2004-08-21,48.800000000000004,28.050000000000004,125.28,0.0,0.0,0.0,0.0,0.0,0.07848561365135019,0.05880503144654089,0.24004598582103848,0.0,0.0,0.0,0.0,0.0
2004-08-28,70.72999999999999,11.61,67.91,0.0,0.0,0.0,92.5,0.0,0.11375589044180323,0.024339622641509434,0.13012071278022608,0.0,0.0,0.0,0.21022727272727273,0.0
2004-09-04,155.1,5.76,60.8,50.22,0.0,0.0,167.98,0.0,0.2494491532238609,0.012075471698113207,0.11649741329756656,0.09230769230769231,0.0,0.0,0.38177272727272726,0.0
2004-09-11,105.74999999999999,20.97,53.2,0.0,0.0,0.0,0.0,0.0,0.17007896810717787,0.04396226415094339,0.10193523663537075,0.0,0.0,0.0,0.0,0.0
2004-09-18,103.86999999999999,6.029999999999999,88.4,60.449999999999996,0.0,34.0,46.62,0.0,0.16705534200749472,0.012641509433962262,0.16938110749185667,0.11111111111111112,0.0,0.07105538140020899,0.10595454545454545,0.0
2004-09-25,74.26,16.92,96.16,19.22,0.0,90.0,42.92,0.0,0.11943323093748494,0.03547169811320755,0.1842498562943092,0.03532763532763533,0.0,0.18808777429467086,0.09754545454545455,0.0
2004-10-02,58.48,11.0,85.34,11.549999999999999,0.0,0.0,31.0,0.0,0.09405407144120816,0.023060796645702306,0.16351791530944623,0.021229666390956713,0.0,0.0,0.07045454545454545,0.0
2004-10-09,35.7,18.3,91.46,11.34,0.0,80.10000000000001,41.540000000000006,0.0,0.057416729658877085,0.038364779874213835,0.17524429967426705,0.020843672456575684,0.0,0.16739811912225708,0.09440909090909093,0.0
2004-10-16,106.08,6.300000000000001,70.38000000000001,21.0,0.0,0.0,21.08,0.0,0.1706097109863776,0.013207547169811323,0.13485342019543972,0.03859939343810312,0.0,0.0,0.04790909090909091,0.0
2004-10-23,123.08000000000001,2.9000000000000004,56.10000000000001,16.38,0.0,0.0,19.84,0.0,0.19795101082393815,0.006079664570230609,0.10749185667752442,0.030107526881720432,0.0,0.0,0.04509090909090909,0.0
2004-10-30,85.87,17.3,61.39000000000001,0.0,0.0,0.0,173.13,0.0,0.1381057304147836,0.03626834381551363,0.11762789806476336,0.0,0.0,0.0,0.39347727272727273,0.0
2004-11-06,73.53,15.1,33.0,0.0,0.0,0.0,0.0,0.0,0.11825916335622498,0.03165618448637317,0.06323050392795554,0.0,0.0,0.0,0.0,0.0
2004-11-13,113.95,0.0,47.85,45.0,0.0,0.0,0.0,100.0,0.183267124499413,0.0,0.09168423069553552,0.0827129859387924,0.0,0.0,0.0,0.3890445066915655
2004-11-20,80.84,0.0,26.07,41.4,0.0,0.0,0.0,0.0,0.130015922286376,0.0,0.049952098103084874,0.07609594706368901,0.0,0.0,0.0,0.0
2004-11-27,60.66,10.0,84.66,0.0,0.0,0.0,0.0,0.0,0.0975601910674365,0.020964360587002098,0.16221498371335502,0.0,0.0,0.0,0.0,0.0
2004-12-04,30.800000000000004,14.63,78.11999999999999,0.0,0.0,50.730000000000004,0.0,0.0,0.049536002058639055,0.030670859538784068,0.14968384748036018,0.0,0.0,0.10601880877742947,0.0,0.0
2004-12-11,84.28,15.18,88.62,45.989999999999995,0.0,48.06,60.76,0.0,0.13554851472409413,0.031823899371069185,0.1698026441847097,0.08453267162944582,0.0,0.10043887147335423,0.1380909090909091,0.0
2004-12-18,75.32000000000001,35.53,46.62,12.389999999999999,0.0,89.0,31.0,0.0,0.1211380413979446,0.07448637316561844,0.08932745736731172,0.022773642128480837,0.0,0.18599791013584116,0.07045454545454545,0.0
2004-12-25,39.2,14.41,134.82,0.0,0.0,0.0,0.0,0.0,0.06304582080190425,0.030209643605870022,0.2583253496838474,0.0,0.0,0.0,0.0,0.0
2005-01-01,70.29,7.56,36.63,0.0,31.35,0.0,46.739999999999995,0.0,0.11304823326953697,0.015849056603773583,0.07018585936003065,0.0,0.06393262093156049,0.0,0.10622727272727271,0.0
2005-01-08,141.9,27.0,81.84,0.0,33.0,0.0,186.95999999999998,0.0,0.22821943805587278,0.05660377358490566,0.15681164974132974,0.0,0.06729749571743208,0.0,0.42490909090909085,0.0
2005-01-15,86.13000000000001,51.84,96.69,52.14,0.0,30.69,58.22,0.0,0.1385238914711228,0.10867924528301888,0.18526537650890973,0.09583677970774745,0.0,0.06413793103448276,0.1323181818181818,0.0
2005-01-22,107.91000000000001,25.799999999999997,116.49000000000001,49.5,0.0,31.0,0.0,0.0,0.17355292149830326,0.054088050314465404,0.22320367886568307,0.09098428453267164,0.0,0.06478578892371996,0.0,0.0
2005-01-29,112.42999999999999,21.0,163.28000000000003,19.470000000000002,48.0,0.0,0.0,0.0,0.180822490631584,0.0440251572327044,0.31285686913201766,0.03578715191618418,0.09788726649808303,0.0,0.0,0.0
2005-02-05,73.08000000000001,48.92999999999999,131.56,57.35,0.0,74.73,113.16000000000001,0.0,0.11753542306640721,0.10257861635220124,0.25207894232611605,0.10541310541310542,0.0,0.1561755485893417,0.25718181818181823,0.0
2005-02-12,59.64,20.79,108.10000000000001,0.0,0.0,0.0,26.220000000000002,0.0,0.09591971307718289,0.04358490566037736,0.20712780226096952,0.0,0.0,0.0,0.0595909090909091,0.0
2005-02-19,96.60000000000001,46.410000000000004,65.32,49.29,0.0,0.0,0.0,0.0,0.15536291554754975,0.09729559748427674,0.12515807625981987,0.09059829059829061,0.0,0.0,0.0,0.0
2005-02-26,64.47999999999999,9.87,41.18,31.29,43.199999999999996,53.0,0.0,0.0,0.10370394197211186,0.02069182389937107,0.07890400459858209,0.057513096222773646,0.08809853984827473,0.11076280041797283,0.0,0.0
2005-03-05,89.89999999999999,22.9,62.06,0.0,0.0,0.0,0.0,0.0,0.1445872267880406,0.0480083857442348,0.11891166890208851,0.0,0.0,0.0,0.0,0.0
2005-03-12,50.84,10.9,26.39,46.44,0.0,44.28,0.0,0.0,0.08176656963185745,0.022851153039832286,0.050565242383598386,0.08535980148883375,0.0,0.09253918495297805,0.0,0.0
2005-03-19,91.44999999999999,34.1,62.05999999999999,7.08,54.0,0.0,0.0,0.0,0.14708011000852403,0.07148846960167715,0.11891166890208849,0.013013509787703338,0.11012317481034342,0.0,0.0,0.0
2005-03-26,106.64,41.10000000000001,59.739999999999995,23.0,0.0,0.0,0.0,0.0,0.17151036556926194,0.08616352201257864,0.11446637286836556,0.042275526146493894,0.0,0.0,0.0,0.0
2005-04-02,114.66,17.2,43.79,0.0,0.0,31.0,38.160000000000004,0.0,0.1844090258455699,0.03605870020964361,0.08390496263652039,0.0,0.0,0.06478578892371996,0.08672727272727274,0.0
2005-04-09,99.84,16.0,105.27000000000001,20.7,29.14,0.0,0.0,0.0,0.16057384563423774,0.033542976939203356,0.20170530753017818,0.038047973531844505,0.05942572803654458,0.0,0.0,0.0
2005-04-16,139.23000000000002,17.4,76.27,0.0,0.0,0.0,53.0,0.0,0.22392524566962063,0.03647798742138365,0.14613910710864148,0.0,0.0,0.0,0.12045454545454545,0.0
2005-04-23,119.73000000000002,9.4,73.36999999999999,0.0,31.0,0.0,0.0,0.0,0.1925631664441836,0.019706498951781972,0.1405824870664878,0.0,0.0632188596133453,0.0,0.0,0.0
2005-04-30,77.86000000000001,7.1000000000000005,119.86000000000001,8.4,0.0,0.0,0.0,0.0,0.12522315325602718,0.01488469601677149,0.22966085456984095,0.015439757375241248,0.0,0.0,0.0,0.0
2005-05-07,82.96,9.09,102.52,23.759999999999998,0.0,0.0,0.0,0.0,0.1334255432072953,0.019056603773584906,0.19643609886951519,0.04367245657568238,0.0,0.0,0.0,0.0
2005-05-14,90.44,13.86,75.68,32.879999999999995,0.0,0.0,34.650000000000006,0.0,0.14545571513582192,0.029056603773584905,0.1450086223414447,0.06043562172594431,0.0,0.0,0.07875000000000001,0.0
2005-05-21,73.78000000000002,19.35,110.88000000000001,7.68,0.0,0.0,41.800000000000004,0.0,0.11866124129501265,0.04056603773584906,0.2124544931979306,0.014116349600220568,0.0,0.0,0.09500000000000001,0.0
2005-05-28,77.86,13.5,136.62,47.64,27.0,93.0,88.55000000000001,0.0,0.12522315325602715,0.02830188679245283,0.26177428626173593,0.08756548111386822,0.05506158740517171,0.19435736677115986,0.20125,0.0
2005-06-04,113.75,13.78,133.20000000000002,71.72,0.0,93.0,0.0,0.0,0.18294546214838284,0.028888888888888888,0.2552213067637478,0.13182611892289312,0.0,0.19435736677115986,0.0,0.0
2005-06-11,90.99999999999999,13.26,89.55000000000001,97.24,24.57,0.0,0.0,0.0,0.14635636971870625,0.02779874213836478,0.17158459474995208,0.17873357228195938,0.050106044538706256,0.0,0.0,0.0
2005-06-18,65.8,8.71,113.4,26.84,51.03,0.0,64.74000000000001,0.0,0.10582691348891068,0.018259958071278826,0.21728300440697448,0.04933370094660418,0.10406640019577454,0.0,0.14713636363636365,0.0
2005-06-25,85.07,17.16,99.45,102.70000000000002,0.0,87.42,0.0,0.0,0.1368190810106631,0.035974842767295595,0.19055374592833874,0.18876941457586624,0.0,0.1826959247648903,0.0,0.0
2005-07-02,66.99000000000001,34.0,205.38000000000002,43.18000000000001,0.0,0.0,14.74,0.0,0.10774080447753995,0.07127882599580712,0.393523663537076,0.07936770517415681,0.0,0.0,0.0335,0.0
2005-07-09,97.02000000000001,33.6,219.87,45.22,0.0,0.0,0.0,0.0,0.156038406484713,0.07044025157232704,0.4212876029890783,0.08311736053671538,0.0,0.0,0.0,0.0
2005-07-16,101.97,22.4,245.7,34.0,0.0,0.0,15.18,0.0,0.16399954967270855,0.04696016771488469,0.470779842881778,0.062494256042643144,0.0,0.0,0.034499999999999996,0.0
2005-07-23,131.67000000000002,55.0,171.35999999999999,0.0,0.0,50.0,28.6,0.0,0.21176640880068195,0.11530398322851153,0.32833876221498365,0.0,0.0,0.1044932079414838,0.065,0.0
2005-07-30,94.07000000000001,27.060000000000002,154.35,19.11,26.0,34.56,22.0,0.0,0.1512938868070187,0.05672955974842768,0.2957463115539375,0.03512544802867384,0.053022269353128315,0.07222570532915361,0.05,0.0
2005-08-06,115.81,49.940000000000005,101.25000000000001,9.24,0.0,29.279999999999998,0.0,0.0,0.18625858436399312,0.10469601677148847,0.19400268250622724,0.016983733112765374,0.0,0.06119122257053291,0.0,0.0
2005-08-13,71.41,43.56,105.30000000000001,34.44,66.24,48.0,0.0,0.0,0.11484954243530565,0.09132075471698113,0.20176278980647633,0.06330300523848911,0.13508442776735458,0.10031347962382445,0.0,0.0
2005-08-20,102.49000000000001,50.599999999999994,137.25,42.0,96.0,29.279999999999998,0.0,0.0,0.1648358717853869,0.1060796645702306,0.2629814140639969,0.07719878687620624,0.19577453299616607,0.06119122257053291,0.0,0.0
2005-08-27,77.25999999999999,103.64,205.9,24.82,63.36,77.75999999999999,0.0,0.0,0.12425816620293677,0.21727463312368972,0.39452002299291045,0.0456208069111295,0.12921119177746962,0.1625078369905956,0.0,0.0
2005-09-03,114.39,306.0,362.0,22.44,0.0,0.0,0.0,0.0,0.18397478167167924,0.6415094339622641,0.6936194673309062,0.041246208988144475,0.0,0.0,0.0,0.0
2005-09-10,160.26999999999998,444.0,445.0,34.0,0.0,133.4,145.75,0.0,0.25776412499798956,0.9308176100628931,0.8526537650890974,0.062494256042643144,0.0,0.2787878787878788,0.33125,0.0
2005-09-17,140.74,369.0,416.0,0.0,0.0,41.4,95.4,0.0,0.22635379641989806,0.7735849056603774,0.7970875646675607,0.0,0.0,0.08652037617554859,0.21681818181818183,0.0
2005-09-24,99.82,477.0,412.0,45.900000000000006,0.0,0.0,94.87,0.0,0.16054167939913472,1.0,0.7894232611611418,0.08436724565756826,0.0,0.0,0.21561363636363637,0.0
2005-10-01,136.95,239.54,222.71999999999997,82.99,16.79,0.0,0.0,0.0,0.22025829486787718,0.5021802935010482,0.42674841923740164,0.15254112673467513,0.034240150093808625,0.0,0.0,0.0
2005-10-08,127.38000000000001,100.91999999999999,161.23999999999998,53.32,0.0,0.0,118.07999999999998,0.0,0.2048667513710858,0.21157232704402512,0.30894807434374394,0.09800569800569801,0.0,0.0,0.2683636363636363,0.0
2005-10-15,90.75,190.24,210.53999999999996,52.46,54.510000000000005,64.00999999999999,101.28,0.0,0.14595429177991862,0.3988259958071279,0.40341061506035625,0.09642496094108999,0.11116322701688557,0.13377220480668756,0.23018181818181818,0.0
2005-10-22,163.35,143.83999999999997,159.5,0.0,16.79,29.23,32.64,0.0,0.2627177252038535,0.30155136268343813,0.30561410231845176,0.0,0.034240150093808625,0.061086729362591435,0.07418181818181818,0.0
2005-10-29,84.03,152.08999999999997,145.48999999999998,43.0,0.0,0.0,33.6,0.0,0.13514643678530647,0.31884696016771485,0.2787698792872197,0.07903685323040162,0.0,0.0,0.07636363636363637,0.0
2005-11-05,126.84,71.55000000000001,97.02000000000001,74.75999999999999,0.0,0.0,32.64,0.0,0.20399826302330445,0.15000000000000002,0.1858976815481893,0.1374138406396471,0.0,0.0,0.07418181818181818,0.0
2005-11-12,110.04,34.290000000000006,87.22,19.74,24.0,0.0,0.0,0.0,0.17697862553677407,0.0718867924528302,0.16712013795746308,0.03628342983181693,0.04894363324904152,0.0,0.0,0.0
2005-11-19,136.07999999999998,58.05000000000001,37.24,41.58,0.0,47.599999999999994,81.12,0.0,0.21885906364089613,0.1216981132075472,0.07135466564475952,0.07642679900744417,0.0,0.09947753396029257,0.18436363636363637,0.0
2005-11-26,121.44999999999999,63.81,86.92,40.31999999999999,0.0,59.5,30.21,0.0,0.1953294626630426,0.13377358490566038,0.16654531519448168,0.07411083540115798,0.0,0.12434691745036573,0.0686590909090909,0.0
2005-12-03,101.00999999999999,16.32,71.92,18.6,0.0,45.31,95.93,0.0,0.16245557038776395,0.034213836477987425,0.13780417704541098,0.03418803418803419,0.0,0.09469174503657263,0.21802272727272728,0.0
2005-12-10,134.68,16.56,83.52,51.15,0.0,21.85,0.0,0.0,0.2166074271836853,0.03471698113207547,0.16003065721402565,0.09401709401709402,0.0,0.045663531870428424,0.0,0.0
2005-12-17,126.91000000000001,15.6,39.44,43.09,48.0,0.0,47.7,0.0,0.204110844846165,0.03270440251572327,0.07557003257328988,0.07920227920227922,0.09788726649808303,0.0,0.10840909090909091,0.0
2005-12-24,77.32999999999998,12.48,38.86,21.39,0.0,22.77,91.69,0.0,0.1243707480257973,0.026163522012578617,0.07445870856485916,0.03931623931623932,0.0,0.04758620689655172,0.20838636363636362,0.0
2005-12-31,85.85,9.66,113.39999999999998,0.0,30.6,61.56,72.49000000000001,0.0,0.13807356417968059,0.020251572327044026,0.21728300440697443,0.0,0.06240313239252794,0.12865203761755487,0.16475,0.0
2006-01-07,79.46,10.26,60.55,22.04,34.68,0.0,25.16,0.0,0.12779645206426812,0.02150943396226415,0.11601839432841538,0.040510982446466316,0.070723550044865,0.0,0.05718181818181818,0.0
2006-01-14,75.69,15.659999999999998,136.5,42.56,40.8,0.0,58.459999999999994,0.0,0.12173311674735031,0.03283018867924528,0.26154435715654334,0.07822810403455566,0.08320417652337057,0.0,0.13286363636363635,0.0
2006-01-21,63.51,7.56,93.45,22.04,85.68,0.0,0.0,0.0,0.10214387956961578,0.015849056603773583,0.17905729066871046,0.040510982446466316,0.17472877069907825,0.0,0.0,0.0
2006-01-28,119.83999999999999,12.48,95.74999999999999,59.599999999999994,91.8,0.0,37.0,0.0,0.1927400807372501,0.026163522012578617,0.18346426518490128,0.10954875471004503,0.1872093971775838,0.0,0.08409090909090909,0.0
2006-02-04,123.76,5.6000000000000005,63.3,77.4,0.0,0.0,0.0,0.0,0.19904466281744054,0.011740041928721174,0.12128760298907834,0.14226633581472292,0.0,0.0,0.0,0.0
2006-02-11,105.06,5.84,92.69999999999999,20.7,69.72,19.74,0.0,51.0,0.16896923299612399,0.012243186582809224,0.17762023376125688,0.038047973531844505,0.14218125458846562,0.0412539184952978,0.0,0.1984126984126984
2006-02-18,155.38,11.36,60.0,19.2,26.04,21.0,69.65,0.0,0.24989948051530309,0.02381551362683438,0.1149645525962828,0.03529087400055142,0.053103842075210045,0.0438871473354232,0.15829545454545454,0.0
2006-02-25,98.83999999999999,29.53,115.69999999999999,18.9,0.0,0.0,0.0,0.0,0.1589655338790871,0.061907756813417196,0.2216899789231653,0.034739454094292806,0.0,0.0,0.0,0.0
2006-03-04,85.25999999999999,15.84,71.04999999999998,30.78,25.56,57.9,52.7,0.0,0.13712466024414172,0.03320754716981132,0.13613719103276484,0.056575682382134,0.05212496941022921,0.12100313479623824,0.11977272727272728,0.0
2006-03-11,126.44,20.68,102.89999999999998,12.42,36.0,0.0,42.78,0.0,0.20335493832124418,0.04335429769392034,0.19716420770262494,0.0228287841191067,0.07341544987356227,0.0,0.09722727272727273,0.0
2006-03-18,106.72,9.57,120.75,41.22,0.0,0.0,30.69,0.0,0.171639030509674,0.020062893081761006,0.23136616210001912,0.07576509511993383,0.0,0.0,0.06975,0.0
2006-03-25,121.50999999999999,28.93,104.3,11.7,0.0,0.0,0.0,0.0,0.19542596136835164,0.060649895178197064,0.19984671392987158,0.021505376344086023,0.0,0.0,0.0,0.0
2006-04-01,130.34,18.81,65.24000000000001,27.36,34.39,0.0,0.0,0.0,0.2096273541663316,0.03943396226415094,0.12500479018969152,0.05028949545078577,0.07013214780977241,0.0,0.0,0.0
2006-04-08,145.92000000000002,13.41,99.4,16.72,0.0,31.73,27.84,0.0,0.23468485131157826,0.02811320754716981,0.1904579421345085,0.030732469442146863,0.0,0.06631138975966562,0.06327272727272727,0.0
2006-04-15,101.46,21.6,91.84,0.0,0.0,18.43,32.0,0.0,0.16317931067758173,0.04528301886792453,0.17597240850737686,0.0,0.0,0.03851619644723093,0.07272727272727272,0.0
2006-04-22,102.22,6.12,112.00000000000001,23.75,19.0,0.0,0.0,0.0,0.1644016276114962,0.012830188679245283,0.2146004981797279,0.04365407591214043,0.03874704298882454,0.0,0.0,0.0
2006-04-29,144.29999999999998,14.08,57.96,47.0,0.0,30.36,55.00000000000001,37.41,0.2320793862682342,0.02951781970649895,0.11105575780800918,0.08638911864718317,0.0,0.06344827586206897,0.12500000000000003,0.14554154995331464
2006-05-06,109.06,4.0,74.76000000000002,54.88,49.29,73.48,60.5,43.0,0.17540248001672645,0.008385744234800839,0.1432458325349684,0.10087308151824283,0.10051798678521902,0.1535632183908046,0.1375,0.16728913787737315
2006-05-13,138.17,16.0,64.12,14.000000000000002,0.0,44.0,106.15,0.0,0.22222043520916093,0.033542976939203356,0.12285878520789421,0.025732928958735416,0.0,0.09195402298850575,0.24125000000000002,0.0
2006-05-20,156.61999999999998,12.0,99.68,28.28,53.0,0.0,27.500000000000004,0.0,0.2518937870916898,0.025157232704402517,0.19099444337995783,0.051980516496645535,0.10808385675830003,0.0,0.06250000000000001,0.0
2006-05-27,153.49,11.6,68.46000000000001,49.42,0.0,24.0,0.0,0.0,0.24685977129806844,0.02431865828092243,0.13117455451235868,0.09083723922433601,0.0,0.050156739811912224,0.0,0.0
2006-06-03,117.41999999999999,6.440000000000001,81.48,0.0,0.0,46.31999999999999,149.41000000000003,0.0,0.1888479662897856,0.013501048218029353,0.15612186242575204,0.0,0.0,0.09680250783699058,0.3395681818181819,0.0
2006-06-10,159.98,13.510000000000002,117.17999999999999,44.4,0.0,23.279999999999998,0.0,0.0,0.2572977145889959,0.028322851153039834,0.2245257712205403,0.08161014612627517,0.0,0.04865203761755486,0.0,0.0
2006-06-17,112.10000000000001,14.420000000000002,139.01999999999998,82.14,18.0,0.0,127.30000000000001,0.0,0.18029174775238435,0.030230607966457025,0.2663728683655872,0.15097877033360907,0.036707724936781136,0.0,0.28931818181818186,0.0
2006-06-24,137.94,4.0600000000000005,153.29999999999998,53.28,0.0,23.52,152.09000000000003,0.0,0.2218505235054763,0.008511530398322852,0.2937344318835025,0.0979321753515302,0.0,0.04915360501567398,0.34565909090909097,0.0
2006-07-01,85.68,22.59,103.73999999999998,64.74000000000001,0.0,0.0,218.94,0.0,0.137800151181305,0.047358490566037734,0.1987737114389729,0.11899641577060935,0.0,0.0,0.4975909090909091,0.0
2006-07-08,76.84,38.160000000000004,100.38,63.57,0.0,0.0,267.89,0.0,0.12358267526577353,0.08,0.1923356964935811,0.11684587813620073,0.0,0.0,0.608840909090909,0.0
2006-07-15,77.86000000000001,17.91,105.42,0.0,0.0,0.0,89.0,0.0,0.12522315325602718,0.03754716981132075,0.20199271891166887,0.0,0.0,0.0,0.20227272727272727,0.0
2006-07-22,93.5,21.96,95.34,55.77,0.0,38.0,0.0,0.0,0.1503771491065828,0.046037735849056606,0.18267867407549337,0.10250896057347672,0.0,0.0794148380355277,0.0,0.0
2006-07-29,100.82000000000001,13.29,103.52999999999999,41.07,0.0,0.0,89.0,0.0,0.16214999115428536,0.027861635220125785,0.19837133550488592,0.07548938516680453,0.0,0.0,0.20227272727272727,0.0
2006-08-05,81.0,10.080000000000002,73.36999999999999,100.38,0.0,29.7,32.0,0.0,0.1302732521672001,0.021132075471698118,0.1405824870664878,0.1845051006341329,0.0,0.06206896551724138,0.07272727272727272,0.0
